FRESH,GROCERY,FROZEN,HOSTEL_OR_RETAIL
66422,9490,32047,0
66532,3830.5,42851,0
66632,5467,41324,0
66648,1390,35615,0
66663,54.5,22663,0
66669,5519,35661,0
66690.5,1562.5,23760,0
66750,2669,8731,0
66781.5,21020,191,1
66798.5,4138,44476,0
66815.5,73508,2564,1
66857,80358,746.5,1
66861.5,3815.5,23630,0
66863,208943,1863,1
66873,55986,1229.5,1
66875,612.5,31367,0
66884,5900,53960,0
66885,776.5,80166,0
66890,1220,42034,0
67011,1120.5,64695,0
67042.5,2003.5,48666,0
67049.5,91343,529,1
67118,55857,366,1
67141,78105,9414,1
67159.5,44775,13203,1
67186,5174,41380,0
67204,1661,14692,0
67204,50204,5460.5,1
67237,5437.5,6681,0
67242.5,93603,22321,1
67332.5,4381,26109,0
67367.5,2297.5,10582,0
67441,1719,61100,0
67460,1020,9989,0
67483.5,1752,49961,0
67490,3537,74036,0
67550,82532,1903.5,1
67583,1242.5,64540,0
67630,64028,823,1
67708,3907.5,64040,0
67728,3809.5,37804,0
67788,1368.5,60158,0
67907,3784,42544,0
67971.5,92216,1433.5,1
68015,1954.5,44082,0
68015.5,69538,37557,0
68023.5,86230,12129,0
68043.5,72775,25952,1
68045,1681.5,30287,0
68144.5,9655.5,44435,0
68203.5,67,24155,0
68250.5,491.5,36550,0
68326.5,3975.5,34880,0
68402.5,80177,1054.5,1
68404,185,35468,0
68422,51549,1005,1
68485.5,1966.5,22915,0
68503,29435,1570.5,1
68504,4143,63857,0
68525.5,3190,51911,0
68535,3246,1431,0
68593.5,4650,64809,0
68640,4864.5,53768,0
68679,45438,1995.5,1
68711.5,95707,32488,0
68719,956,33353,0
68726.5,36327,1011,1
68737,79505,9638,0
68801.5,4859,41030,0
68814.5,4040,32248,0
68819,57188,923.5,1
68832,82891,22740,0
68901,51694,42841,0
68943,5544,10744,0
68953.5,295.5,61058,0
68980,33405,423,1
68999.5,56707,310.5,1
69000.5,3603,11554,0
69032,2876.5,44031,0
69084.5,26655,517,1
69186,4913,18795,0
69205.5,92269,1940.5,1
69225.5,55525,2317,1
69226.5,79781,1024,1
69284.5,41,33963,0
69298.5,508.5,17309,0
69305.5,72870,1031.5,1
69381,82072,22842,0
69405.5,2008,57908,0
69416,22715,553.5,1
69458,1847,27329,0
69464.5,73055,2624.5,1
69490,2816.5,28937,0
69494,43322,57925,0
69548,74437,88,1
69575,34759,336.5,1
69598.5,63445,2272.5,1
69631.5,4018.5,52444,0
69760.5,4687.5,67255,0
69761.5,3082,29196,0
69778,5549.5,25785,0
69779.5,77470,1068.5,1
69829,4885.5,25830,0
69870,60371,1932.5,1
69871,2156,22930,0
69885,87315,1209.5,1
69892,4415,47660,0
69917.5,171,32173,0
69934,711,8725,0
69934,600.5,44793,0
69993,4394.5,14457,0
70018.5,5949,42562,0
70082.5,83227,57764,1
70101.5,34144,1789,1
70131.5,4900.5,77396,0
70158,51887,32879,0
70172,1093,57753,0
70194.5,818,6126,0
70198.5,79862,1480.5,1
70268.5,44119,735.5,1
70282,113633,23018,0
70301,3472,14069,0
70355.5,56799,966,1
70517,6418,184772,0
70555,33643,764,1
70567,6359.5,87509,0
70568.5,112825,9.5,1
70633,1625,19188,0
70635.5,4659,29389,0
70678.5,419.5,18223,0
70790,82910,1034,1
70838.5,103338,2909,1
70866.5,101549,2589,1
70890.5,1671.5,68283,0
70908,4508,21079,0
70926,3359.5,56668,0
70963.5,84500,1765,1
70969,7287,28006,0
70971,2857.5,73003,0
71017,4452,39734,0
71032,3223.5,16618,0
71052,45491,65528,1
71128.5,4403,12254,0
71182.5,46274,132,1
71192.5,3025,17758,0
71202.5,20679,7328,1
71250.5,984.5,17818,0
71319,930.5,23905,0
71327.5,2285.5,58275,0
71361,1742,61755,0
71364.5,80763,55426,0
71490.5,4137,41032,0
71531.5,29414,143,1
71559.5,1894,40528,0
71674.5,98575,2745,1
71691,152905,1068.5,1
71802,14270,1516.5,1
71861.5,60,36088,0
71877.5,71125,3265,1
71880,3338,38889,0
71885,91477,723,1
71900,3240.5,7065,0
71923,4345,19558,0
71933.5,13823.5,63606,0
71993,8155,44310,0
72003,78313,61269,0
72037,45754,1663,1
72117,5314.5,28335,0
72186,44972,24803,0
72188,1303,25465,0
72188,96903,3368,1
72189,40228,323,1
72209.5,116595,1061,1
72240,2696.5,25201,0
72274,2962.5,17017,0
72321.5,169,56263,0
72343,82175,43206,1
72348.5,81477,1130,1
72366.5,3612.5,40007,0
72376,2668.5,80890,0
72379,136.5,69880,0
72427.5,2267.5,63966,0
72433,63160,1615,1
72462,80765,1625.5,1
72485.5,26566,61236,0
72501,2841.5,75306,0
72584,3707,58686,0
72596.5,27303,1181,1
72622,27910,317.5,1
72726.5,1715,51220,0
72749,78384,1020.5,1
72800.5,35259,2041,1
72805,63505,2021.5,1
72841.5,31953,2161.5,1
72911.5,114328,238,1
72953.5,106,43074,0
72985,59270,922.5,1
72985,53334,75364,0
73100,4180,43356,0
73175,3090.5,19097,0
73185,87301,1283,1
73209.5,7450.5,61362,0
73299.5,6830,15015,0
73305,48802,484,1
73433,55618,5318,1
73445.5,2724,10931,0
73451,5597,54306,0
73491.5,271,33731,0
73562.5,2551,39155,0
73604.5,4208.5,10207,0
73605,98497,250.5,1
73624.5,374.5,33439,0
73624.5,2918,52746,0
73684,1038.5,37100,0
73709,2894.5,48695,0
73726.5,140697,937,1
73768.5,1815,41199,0
73769,81318,1261.5,1
73831.5,262,25147,0
73890.5,73119,83.5,1
73933,108,19472,0
73959,64609,282,1
73971,1252,51607,0
74033,48316,721,1
74109.5,3065.5,54135,0
74129,4485,15120,0
74133,1035,34525,0
74158.5,9268,95343,0
74184.5,3480,19834,0
74185.5,1092.5,54298,0
74186.5,86909,790.5,1
74207,2201,65355,0
74219.5,1310.5,77122,0
74258.5,76829,1292,1
74374.5,26381,2009,1
74396,50506,394,1
74412,54770,12315,0
74442.5,2178.5,53762,0
74481.5,277.5,21916,0
74551,3305,51254,0
74738,35053,51944,0
74747.5,14,48539,0
74806,4113,8024,0
74813,3459.5,52482,0
74817,6487.5,16846,0
74829.5,6597,42559,0
74834.5,45017,39599,0
74889,2114,47421,0
74960,97407,1149.5,1
74964,1557.5,16986,0
74979,66136,1423.5,1
74993,178168,3960,1
74996,85679,51132,0
75020.5,60303,23.5,1
75059.5,782.5,68857,0
75073,82261,13328,1
75074,65697,31033,0
75138.5,18821,258,1
75162,444.5,43391,0
75183.5,2602,43842,0
75228.5,2990,28310,0
75231,49852,2447,1
75246.5,4189,37111,0
75262,3275,21122,0
75294,82063,20736,0
75312,25090,37880,0
75388,159067,1340,1
75388.5,49672,949.5,1
75419,1803,56624,0
75426.5,4572.5,5623,0
75433,72026,1978.5,1
75436,1741,37073,0
75519,5212,61795,0
75563,41866,822,1
75570.5,3853.5,36285,0
75597,31079,2565,1
75599,579,38273,0
75664,928,66498,0
75668.5,1190.5,63547,0
75740.5,36374,45414,0
75768,12609,8692,0
75778.5,4850,20185,0
75803.5,76474,1515.5,1
75845,4378.5,9390,0
75871.5,69874,1371,1
75888,56637,1185.5,1
75900,1909.5,52716,0
75930.5,199972,4023,1
75950.5,5511,69767,0
75969,84999,2817,1
76026,80874,643.5,1
76041,32276,42563,1
76073,2990.5,37992,0
76074,250,31452,0
76131.5,773,53310,0
76152,62514,3215,1
76240.5,5582,32305,0
76275.5,5462,50211,0
76281,100759,2301,1
76328,59598,3254,1
76358.5,32309,1202,1
76374.5,2068.5,44997,0
76412,1177.5,57564,0
76484,35.5,41196,0
76509,2086,10466,0
76523.5,86090,529,1
76575.5,36413,36086,0
76593.5,4880,28581,0
76619.5,3891,60974,0
76624.5,90417,229.5,1
76636.5,19378,2751.5,1
76647.5,114570,1572.5,1
76659,82973,3296.5,1
76703.5,15454,10995,1
76713,3342.5,50565,0
76743.5,82127,24994,0
76807.5,99277,42332,0
76841,2275.5,33200,0
76842.5,3533.5,41006,0
76861.5,994.5,14898,0
76868,147143,1761,1
76919.5,109849,21886,0
76960.5,1000,11719,0
76965.5,45741,22119,1
77023.5,4914.5,29264,0
77049,51148,1746.5,1
77054.5,432.5,48478,0
77131.5,2353,35911,0
77137.5,484,24837,0
77170,281.5,66064,0
77208,966,33831,0
77215,4334,60994,0
77279,2250.5,47616,0
77280,80279,39085,0
77324,67437,2643.5,1
77349,6110,53569,0
77352.5,2610.5,73894,0
77373,1397,38827,0
77408,4905.5,56689,0
77442,56817,28404,0
77481,48634,1210,1
77490,3602.5,26935,0
77501.5,84669,699,1
77553,1559,7526,0
77632.5,3867,50891,0
77647,8069.5,33813,0
77681,833,67569,0
77719,1981,54327,0
77758.5,1901.5,53704,0
77760,83296,1429,1
77802.5,105403,2054.5,1
77882,88948,1957.5,1
77910,2960,34766,0
77937.5,359.5,53293,0
77947.5,44036,1157,1
77991,94904,1332.5,1
78060.5,3317,32889,0
78096,49681,1796.5,1
78119,116654,745,1
78134.5,628.5,50275,0
78136,4357.5,37601,0
78156.5,1597.5,46046,0
78171,3413,43054,0
78201,2585.5,35709,0
78237,1487,52572,0
78274.5,3228.5,57393,0
78323.5,2658,51525,0
78349,5317,17545,0
78359,7878,52270,0
78403,1631.5,16111,0
78426,18361,2418.5,1
78512,663.5,42364,0
78514.5,4449,5913,0
78543.5,2980,42974,0
78555.5,362.5,11227,0
78557,15469,1907,1
78578,4642,47128,0
78587.5,5183,35488,0
78592.5,3591,42301,0
78593.5,73387,388,1
78600,2519.5,38809,0
78606,43096,1359.5,1
78622.5,4107,37029,0
78623,4958.5,54702,0
78644,2934,29648,0
78663.5,1305,7484,0
78664,116290,429.5,1
78677.5,3472,19052,0
78695,5280,6894,0
78711,4839.5,167770,0
78713,671.5,53489,0
78772.5,58961,2113,1
78777,79332,443.5,1
78799,2604.5,49322,0
78804.5,136159,4207,1
78820.5,72845,2141.5,1
78826.5,104864,172,1
78836,10469.5,113999,0
78837.5,99022,9504,1
78897,3449,22462,0
78946,3093.5,33754,0
78958,114393,3935,1
78987.5,3518,29246,1
78989,3418,59820,0
79001,114784,965.5,1
79014.5,58702,30905,1
79017,61078,1932.5,1
79071,4594,41107,0
79111,54622,21045,0
79228.5,74077,3323,1
79279,2221,27546,0
79282,2296.5,40804,0
79292,7411,48820,0
79319,22019,5154,1
79340,3752.5,14332,0
79394,30102,51029,1
79411.5,4587,42356,0
79442,74130,114.5,1
79540.5,56785,74142,0
79634,1304,19389,0
79650.5,6289,50863,0
79656.5,69326,1533,1
79658.5,690.5,29736,0
79690.5,4932,46004,0
79694.5,24760,1534.5,1
79709,4402,28058,0
79756,112643,2739,1
79820,3635,36971,0
79841.5,87986,3236,1
79843.5,1158.5,34496,0
79916,66046,2473,1
79917,14755,22127,1
79929,2717,33193,0
79936,3609,16029,0
79941.5,1298.5,32499,0
79946,1084.5,34919,0
80015.5,1628,41347,0
80026,50975,775.5,1
80031,403.5,20664,0
80052.5,248.5,41383,0
80068,3917,47259,0
80071,4119.5,58596,0
80108.5,2000,24274,0
80162,2470,30599,0
80168,609.5,46430,0
80300.5,209,7844,0
80341,1423,35862,0
80370.5,3237.5,59262,0
80409,3343,44004,0
80456,2966.5,7552,0
80518,18570,39730,0
80562.5,2955.5,68268,0
80584,48693,3634.5,1
80618,56709,1284,1
80628,7102,16538,0
80642,975.5,47599,0
80649.5,152391,1740,1
80650,101721,613,1
80667.5,1448,7957,0
80758,40209,359,1
80769,3154.5,7471,0
80812,756.5,13796,0
80846.5,3146,43197,0
80860.5,2465,57498,0
80866.5,60016,1397,1
80871,7990,63391,0
80909.5,75099,1179,1
80933,5565,40012,0
80938.5,107943,25476,1
80994.5,8947,57891,1
81004.5,2451,33684,0
81032,98700,1189.5,1
81046.5,5805,49245,0
81090,720.5,81120,0
81116,996,37179,0
81200.5,4857.5,72585,0
81263.5,67394,310.5,1
81271.5,124675,25995,1
81341,82834,1580,1
81361,1083.5,39026,0
81367,1488.5,32344,0
81394,132338,1143,1
81420.5,30320,1090.5,1
81434,2052,27425,0
81450.5,79465,43890,1
81462,6195,40747,0
81543.5,3120.5,26166,0
81561,40991,403.5,1
81650,24624,944,1
81756,2038,37884,0
81771.5,1189.5,27492,0
81800.5,2763.5,62745,0
81815,746.5,14016,0
81822,1777.5,20843,0
81932,1574.5,11689,0
81959,1729,60400,0
81991,2371.5,45583,0
82010,936.5,29851,0
82012.5,93277,2833.5,1
82015,3613,8170,0
82033,90529,1100.5,1
82042.5,3468,38765,0
82099.5,3509.5,35276,0
82153,2639,40824,0
82162,79790,2361,1
82196,107724,156,1
82259.5,3493.5,16459,0
82275.5,723,53970,0
82310.5,2068.5,62394,0
82326,12553,147,1
82334,369,28007,0
82375.5,125.5,29936,0
82419.5,4042.5,70529,0
82429.5,220,30986,0
82543.5,9697,39319,0
82544,3987,29636,0
82544,5735.5,42487,0
82561,3827,57788,0
82604,4997.5,24086,0
82654,788,14614,0
82720,6355.5,65913,0
82737,104604,553,1
82815,6906.5,89717,0
82837.5,74605,2346,1
82846.5,2987,38829,0
82854.5,5064.5,44755,0
82864.5,43976,3390.5,1
82881,41109,1136.5,1
82900.5,33329,539.5,1
82921.5,123678,873.5,1
82938.5,2115,62669,0
82973.5,73483,565.5,1
82988.5,443,64866,0
83017.5,483,44737,0
83031,1063,5814,0
83040,69718,1805.5,1
83061.5,213.5,75619,0
83089.5,29940,599,1
83151,4617.5,51436,0
83173,91470,39297,1
83198.5,18190,1696,1
83312.5,5589,50296,0
83338.5,77031,1968,1
83339.5,60052,507.5,1
83340,49094,82.5,1
83351,2020,19872,0
83389,2111,40396,0
83405,66254,2380.5,1
83442.5,2097,44507,0
83488.5,56295,10421,0
83504.5,48419,1759.5,1
83527.5,440,20267,0
83582,1632.5,57962,0
83611.5,3450,17793,0
83674,3001,42548,0
83693.5,4517.5,48923,0
83719.5,5782,17256,0
83722.5,880,38999,0
83755.5,1036,52903,0
83798.5,6283.5,58026,0
83865,4684,34580,0
83906,3942.5,15944,0
83914,87845,929.5,1
83926,47069,143.5,1
83936,74479,1768.5,1
83956,5932.5,34736,0
83988,3149.5,35633,0
84004.5,64307,2037,1
84045.5,6139.5,30150,0
84053.5,218,74383,0
84130,3718,24985,0
84180.5,102711,13903,1
84208,4296,45820,0
84224.5,2885,8228,0
84261,323,29714,0
84292,2324.5,45857,0
84357,3398.5,37045,0
84358,101869,541.5,1
84363.5,3175.5,59758,0
84393.5,4957.5,66690,0
84465,4566.5,24002,0
84493,3504,10655,0
84510.5,632,38123,0
84527.5,7317.5,45663,0
84539,1822,25881,0
84628.5,57897,1050.5,1
84669,51175,2015.5,1
84685.5,7304.5,45658,0
84765.5,69139,2343.5,1
84804.5,338.5,23732,0
84849,77679,2691.5,1
84849,2832,40965,0
84906.5,878.5,4081,0
84938,3868,70352,0
84954.5,11308.5,57428,0
85070,2143.5,20137,0
85082,58435,1940.5,1
85084.5,97520,894,1
85132.5,2266.5,43738,0
85192.5,2761,16504,0
85261,92208,61422,1
85303,2178.5,59593,0
85319,2992.5,29368,0
85319.5,92651,597,1
85345.5,94247,3048.5,1
85371,46629,826,1
85386.5,2295,23508,0
85422.5,1291,31524,0
85453.5,3501,19921,0
85457.5,3726,37969,0
85474.5,42261,96490,0
85525.5,1357,37286,0
85555,1703,47241,0
85587,14592,40534,1
85614,2861.5,61307,0
85634.5,2086.5,64650,0
85768.5,58349,5521.5,1
85794,28322,1535,1
85800,98578,25395,1
85811.5,105601,4011,1
85817.5,3459.5,29150,0
85817.5,1418,62226,0
85873,52905,1004,1
85886.5,2989,6650,0
85900,476,45232,0
85903,1554,12975,0
85925,668.5,42078,0
85927,104177,940.5,1
85966.5,7858.5,6392,0
85978,1910,3260,0
86000,2391,802,0
86030.5,29833,34046,1
86033.5,6483.5,42552,0
86066,3202,115674,0
86072,900.5,3385,0
86073,1893,61113,0
86105,603,48930,0
86155,4660.5,22733,0
86229.5,2632.5,16045,0
86270,1671.5,16605,0
86357.5,1773.5,54813,0
86376,64047,340.5,1
86417.5,2399,17199,0
86420,750,56110,0
86430.5,3535,36182,0
86459,3867,37201,0
86514,5170,21813,0
86515,5063.5,14248,0
86603.5,51477,581,1
86685,5333.5,37975,0
86690,5434.5,36803,0
86695,1722.5,53072,0
86721,2057.5,50872,0
86799,89712,12941,0
86825.5,743.5,68789,0
86856.5,4727,36908,0
86891.5,87442,77.5,1
86895,62326,61588,0
86968.5,2634,69802,0
86985,2695.5,28412,0
87002,90412,1096,1
87039,67702,1093.5,1
87059.5,64555,21696,0
87073.5,47039,59075,0
87106,28428,1478.5,1
87126,59568,40003,0
87127.5,10499,419,1
87150,883,50721,0
87190.5,45811,53308,0
87204.5,72724,1217.5,1
87215.5,5635,64979,0
87251.5,5447,9318,0
87252.5,686.5,42047,0
87267,324,40127,0
87280.5,49499,6032,1
87413,60891,58480,1
87466.5,628,21932,0
87496,35664,510.5,1
87515.5,63432,645,1
87542.5,97307,572,1
87567,75932,4478.5,1
87597.5,107.5,12494,0
87607,50578,1034.5,1
87616.5,3944,58854,0
87634,4540,45256,0
87636.5,2519,111268,0
87665.5,1936.5,33840,0
87722.5,105283,17379,0
87733.5,31878,2635.5,1
87747,67332,791.5,1
87777.5,3762.5,33402,0
87843,1318.5,8690,0
87846,93231,161.5,1
87872,4238,60061,0
87927.5,4845,9905,0
87935,57711,3576.5,1
88000,249.5,51106,0
88040,84405,1495.5,1
88074,59274,36098,0
88130,4679.5,42692,0
88173,71338,1666,1
88176.5,6892.5,61897,0
88177,2091.5,16937,0
88193,4696.5,43126,0
88214,2349.5,51218,0
88218.5,7.5,61336,0
88237,84462,61209,0
88268,3147,48830,0
88341,4595.5,19370,0
88518,38505,44248,0
88541,3887,81373,0
88541.5,99794,34809,1
88552,3875,71477,0
88581.5,4987,55064,0
88629,1593.5,72878,0
88702.5,3756.5,42956,0
88761,1252,17475,0
88785,7617,46616,0
88799.5,2633,49578,0
88838.5,39555,546,1
88872.5,109,16633,0
88872.5,28831,1403,1
88876,367,50316,0
88918.5,1092,36169,0
89017.5,2886,21975,0
89049.5,103104,2237,1
89055,3128,33121,0
89072.5,75138,2154.5,1
89097,90168,150.5,1
89163.5,51533,57280,0
89170.5,1804,50499,0
89236,2213.5,53677,0
89286,1254.5,18280,0
89404,8202.5,55239,0
89414.5,3429.5,70774,0
89443.5,243.5,28063,0
89453,49354,1683.5,1
89456,3783.5,6149,0
89469.5,4001,26626,0
89516.5,1605,9715,0
89542.5,3057.5,61006,0
89544,1594.5,66782,0
89554.5,3885,34622,0
89555,202918,46942,1
89557.5,16302,2031.5,1
89578,64351,3188,1
89606,2294.5,56512,0
89615,1761,44539,0
89715,760,30370,0
89720.5,8434.5,62311,0
89722,2477,50062,0
89733,3687.5,12019,0
89832.5,99750,47476,0
89843,2649.5,56224,0
89867.5,4704.5,33029,0
89885,5425.5,52003,0
89942,3931.5,50376,0
89944.5,41339,3273,1
89998,1480,12784,0
90002,937.5,82384,0
90007,479.5,14989,0
90017,1704.5,33803,0
90072.5,74817,641.5,1
90086,1761.5,52219,0
90116.5,1622,37722,0
90159,17804,1472.5,1
90170,1094,58845,0
90176,10197.5,20195,0
90223.5,1331.5,47188,0
90230.5,21373,62468,1
90230.5,921,7192,0
90279,558.5,44794,0
90401,39962,1945.5,1
90441,73154,1219.5,1
90450,4908.5,6597,0
90469.5,88830,1437,1
90481,3313.5,34691,0
90695.5,2200,42732,0
90712.5,626.5,34498,0
90778.5,2641.5,12681,0
90821.5,12346,1432,1
90837,83.5,48987,0
90852,1170,54295,0
90860.5,1060.5,7849,0
90898,46076,2459,1
90941.5,682,33776,0
90946,3472.5,42379,0
90947,3129,30002,0
90974,2377.5,35905,0
91039.5,83966,3564.5,1
91087,1230,51902,0
91088,2331.5,75370,0
91118.5,4058.5,64640,0
91217,2250,16608,0
91275.5,42511,85076,0
91290.5,236,47769,0
91296.5,6060,47829,0
91326,738,60545,0
91330.5,5622.5,45909,0
91330.5,88428,4829,1
91349.5,3568.5,31674,0
91381,99493,5455,1
91385,8080.5,55181,0
91406,54152,77114,0
91433.5,3433.5,29784,0
91474,5204.5,17352,0
91493.5,582.5,2366,0
91516.5,1618.5,39047,0
91570,48554,2466,1
91573,11990,110903,0
91616.5,81695,2335,1
91641.5,2902.5,66040,0
91737.5,97305,72877,0
91755.5,5049,54088,0
91771.5,3458.5,16090,0
91774.5,2622,46657,0
91796,153911,3566,1
91811.5,5058,38398,0
91869.5,2501.5,15756,0
91948,4633.5,9767,0
92079.5,21923,308,1
92089,1945.5,43074,0
92097,8067,32521,0
92106,2514.5,43269,0
92136,1234,54916,0
92172,28658,3004.5,1
92240.5,1188.5,13589,0
92245.5,509,12851,0
92248.5,78687,1875,1
92329,2398,48928,0
92425,4262.5,58235,0
92460.5,120854,262.5,1
92477.5,111890,909,1
92612.5,3853,34112,0
92629,2000.5,31467,0
92697,2077,30523,0
92760.5,965,30808,0
92779.5,95985,1015.5,1
92793,1589.5,45066,0
92798.5,92959,1056.5,1
92843,2188,17507,0
92850.5,64806,182,1
92851.5,6003,53912,0
92896,421,73989,0
92900,67829,487,1
92911.5,100519,3073.5,1
93045,541.5,3788,0
93105,3957,22282,0
93114,2096.5,45222,0
93134,2581,59362,0
93140.5,7794.5,24256,0
93240.5,128728,2006,1
93245,106580,26887,0
93259,1382,54906,0
93346,1853,30707,0
93449,5743.5,18939,0
93464,3865,43089,0
93482.5,2070.5,56223,0
93499,3814.5,19097,0
93509.5,2618.5,29135,0
93526.5,5639,66042,0
93562,250.5,31020,0
93603,3746,21986,0
93605,1901.5,57633,0
93623,2407,7605,0
93662.5,27529,890.5,1
93666.5,104019,11898,0
93729,913.5,46447,0
93730.5,683,38265,0
93746,79453,62299,0
93817,40,37395,0
93834.5,2898,11599,0
93915,42309,50421,0
93933,1834.5,41162,0
93967,4208.5,18081,0
93977.5,4335.5,50955,0
93988,229.5,44613,0
93990,78731,1805,1
94008.5,7710.5,36360,0
94064.5,79471,193.5,1
94133.5,2271.5,20977,0
94140,3951.5,34629,0
94166,115879,2295,1
94171,39817,25980,0
94191.5,1991,24543,0
94210,4646.5,46429,0
94218,987,55591,0
94239,40109,2397,1
94267.5,84552,450.5,1
94341.5,4255,15068,0
94366,5139,25472,0
94382,4684,8805,0
94436,1909,2996,0
94462.5,904,45535,0
94467.5,190,56897,0
94474.5,1039,16077,0
94480,42166,1728.5,1
94499,1743,8254,0
94509,90773,2120,1
94587,5477.5,5333,0
94603.5,31570,56712,1
94619.5,57936,484,1
94647,3877.5,29367,0
94650.5,13248,1858.5,1
94724.5,62745,2451.5,1
94763.5,84018,44528,1
94831,30480,2341.5,1
94850,1922.5,20344,0
94867.5,60703,1326,1
94869,2128,35067,0
94875,1337,59250,0
94934.5,4434,53330,0
94939.5,5858.5,41865,0
94978.5,8240.5,41988,0
95042.5,3176,15437,0
95047.5,76886,1877.5,1
95120,2790.5,28592,0
95125,34.5,4179,0
95126.5,91044,548.5,1
95316,18994,2569.5,1
95363.5,70668,550,1
95515,48316,1544.5,1
95609.5,1041,4748,0
95633,55263,2039,1
95634.5,2123.5,63808,0
95705,2043.5,40833,0
95708.5,83466,266,1
95763,7642.5,27455,0
95765.5,59729,890.5,1
95767,39953,67541,1
95792.5,1592,10589,0
95799,3511,59967,0
95820.5,33884,665,1
95848.5,13375,63413,0
95853,2076,29241,0
95853.5,56675,296,1
95886.5,1386,36558,0
95930.5,25651,1934,1
95952,76981,1090,1
96010,55660,2396.5,1
96040,1417.5,52383,0
96040,1507,18191,0
96055,224718,1153,1
96061.5,89873,1824,1
96082,505,16922,0
96083,120523,368,1
96130.5,446.5,29149,0
96172,54824,3538,1
96198.5,2327.5,6740,0
96234,2475,36953,0
96246.5,13444,166,1
96347.5,4365,62377,0
96348,2264.5,28084,0
96372,79626,423.5,1
96377,180.5,12209,0
96415.5,2709.5,57494,0
96420,49083,1411.5,1
96442,8347.5,61873,0
96470.5,1642.5,49834,0
96476,2438,29284,0
96488.5,3299.5,67618,0
96493.5,28023,2051,1
96507.5,449.5,29483,0
96534,4755.5,52682,0
96543.5,4505,68684,0
96592,403.5,17297,0
96617,4712.5,19266,0
96701.5,91629,1214,1
96706.5,3148,38598,0
96726,87734,711.5,1
96733.5,95297,975,1
96790,104636,342.5,1
96821,110552,315,1
96850,19953,781.5,1
96879.5,98505,17528,0
96904.5,80226,3809.5,1
96920.5,199,21720,0
96964.5,803,61503,0
96971,6276,40870,0
96986,71810,900,1
97027.5,1170.5,54898,0
97046,780.5,53203,0
97091.5,97947,62.5,1
97103.5,221.5,12465,0
97171,954,68006,0
97208,3650,77940,0
97217.5,65366,1523,1
97326,32114,987,1
97344,784,51532,0
97398.5,76608,53061,0
97406.5,21,47436,0
97458.5,25800,1434,1
97475,28897,257.5,1
97485,580,16829,0
97492,78850,2685.5,1
97520,189,53445,0
97601.5,100737,17732,1
97624,85701,22942,1
97637.5,81371,1200.5,1
97643,18773,2665,1
97646,812,23516,0
97663,4290,5379,0
97706,5076,67471,0
97712,6817.5,18228,0
97724,920.5,19732,0
97797,10657,815,1
97824,6630.5,2929,0
97876,2448,59172,0
97907,7259,109998,0
97927,74036,1162,1
97966.5,6233,35916,0
97997,56621,1570.5,1
98024,195196,823.5,1
98032,1611,22031,0
98065.5,1971,29105,0
98077.5,49993,1403.5,1
98095,283,22676,0
98119,6493,115597,0
98135,5414.5,44871,0
98162,2883,48449,0
98187,98986,2539.5,1
98247.5,3592,8347,0
98252,3450,37830,0
98303.5,29460,28.5,1
98318,2575.5,40371,0
98361.5,2025.5,39893,0
98388,3121.5,41099,0
98402,1439,58503,0
98422.5,686.5,26030,0
98432.5,77718,674,1
98451,3909,23131,0
98521,5014.5,16910,0
98529,4294.5,62089,0
98533,133.5,12074,0
98537.5,4225.5,60419,0
98540,64439,56071,0
98540.5,23246,495,1
98566,96385,3620,1
98656,3353,55680,0
98664,7948.5,13809,0
98787,36035,42968,0
98787.5,2635.5,43165,0
98801.5,3082,51943,0
98810,65418,70.5,1
98835,102657,550,1
98865,195.5,36613,0
98923.5,16825,197,1
98949.5,76591,54198,1
98950,18483,35320,0
98963,896.5,54120,0
98967,1463.5,39745,0
98987.5,251,34082,0
99085.5,999,48935,0
99101,40232,3462,1
99117,98742,1973.5,1
99127,105979,1536.5,1
99178,151533,2286,1
99180,3773.5,39391,0
99189.5,756.5,18087,0
99207.5,156045,7883,1
99216,1947.5,42687,0
99218,5897,18721,0
99244.5,68931,956,1
99280,3788,43726,0
99308,80496,1131,1
99347,6965,82598,0
99369.5,93579,1928.5,1
99385,3189.5,61956,0
99394.5,5334,20653,0
99401,1379.5,44582,0
99412.5,2781,30630,0
99429,86783,1998,1
99443,1558,57934,0
99466,70043,2499,1
99557,19753,274.5,1
99561,693.5,49598,0
99609,1500.5,52141,0
99645,1936.5,16078,0
99653.5,508.5,50761,0
99664.5,3882,23498,0
99733,2442.5,42221,0
99745.5,74414,1283,1
99783.5,2797,65081,0
99805.5,142985,1387,1
99811,81683,2363,1
99817,2710.5,38050,0
99918,1472,61755,0
99938.5,1820.5,33908,0
100015,2386,12189,0
100015.5,1619.5,67078,0
100081.5,47539,496,1
100115,4307.5,26067,0
100141.5,169139,3708,1
100180,72.5,64649,0
100191,1473.5,61020,0
100219.5,4284.5,43402,0
100239.5,58196,47661,1
100240.5,3928,48787,0
100243.5,18156,940,1
100243.5,6559.5,59128,0
100254,2707,23202,0
100290.5,4508.5,5080,0
100316,92656,2498,1
100367,5748,21306,0
100412.5,17090,2319,1
100428.5,65509,830,1
100463.5,7274,26457,0
100491,1724.5,9129,0
100513,61512,2405,1
100522,31420,588,1
100526,41351,2475,1
100565,7962,123225,0
100574,2058,135843,0
100575,1915.5,67459,0
100585.5,1479,40012,0
